Title,Location,Description,Slug,Company,DateScraped
Ms Access Engineer Vb Basics Und Sql Brussels 50 Prozent Onsite 2 Years Freelance Project,"Brussels, Belgium","Keywords

                        SQL Databases
                    Fraud Prevention and Detection
                    Agile Methodology
                    Development Planning
                    Dutch
                    French
                    Writing Documentation
                    Technical Writings
                    Vba Programming Language
                                                
        Description

        
        Title: MS Access Engineer (VB Basics & SQL)
Location: Brussels (50% onsite)
Duration: 2 Years 
Language: English
Budget: €450 - €500 per day, all inclusive

Senior Engineer – Fraud Detection Tool Migration
We’re seeking an experienced engineer to play a pivotal role in the migration and future-proofing of our Fraud Detection tool. While the tool is undergoing retro-engineering for long-term viability, it remains a cornerstone of our detection strategy and must be seamlessly transitioned to a new cloud environment.

Key Responsibilities:
•	Analyze and document key functionalities of the existing tool.
•	Contribute to defining development plans and acceptance criteria from requirements.
•	Support the migration of the tool to new environments.
•	Develop new features and functionalities if required.
•	Apply Agile principles and development best practices in daily work.
•	Collaborate with peers to deliver a high-quality service.

Required Skills and Experience:
•	At least 10 years of relevant experience.
•	Expertise in MS Access, 
•	Expertise in Visual Basic
•	Expertise in SQL.
•	Strong technical writing and documentation skills.
•	Proficiency in Agile methodologies.

Preferred Qualifications:
•	Fluency in English (Mandatory); 
•	knowledge of French or Dutch is a huge bonus.
•	Outstanding communication and collaboration skills.",ms-access-engineer-vb-basics-und-sql-brussels-50-prozent-onsite-2-years-freelance-project,iBSC ltd,2025-04-10T07:51:53.160Z
Lead Sap Fico Consultant 2841055,"Oslo County, Norway","Keywords

                        Norwegian
                    SAP FI/CO
                    SAP Implementation
                    Agile Methodology
                    Digitization
                    SAP FI
                    SAP HANA
                    BI Launch Pad (Software)
                    Sap Fiori
                                                
        Description

        
        Lead SAP FICO Consultant required in Oslo, Norway to join a leading global brand on their ECC – S/4 Hana upgrade project. 



Offering excellent rates, long term contract and flexible working. 



Requirements:

Norwegian citizenship including Norwegian mother tongue
Proven experience in implementing S/4 Hana projects 
Support experience in SAP FI
Expertise in the configuration and implementation of SAP FI 
Vast experience within digital transformation processes
Strong, hands-on experience (both functional and technical) with the implementation of SAP Fiori Launchpad
Extensive experience within Agile delivery methods


Open to candidates ONLY in Norway and Norwegian speaking candidates",lead-sap-fico-consultant-2841055,,2025-04-10T07:51:53.537Z
Lead C Developer 2848439,"Województwo małopolskie, Poland","Keywords

                        C++ (Programming Language)
                    Software Systems
                    Agile Methodology
                    Software Applications
                    Unix
                    Code Review
                    Continuous Integration
                    Software Design Patterns
                    Linux
                    Object-Oriented Software Development
                    Polish
                    Software Maintenance
                    Requirements Analysis
                    Software Engineering
                    Feedback-Verwaltung
                                                
        Description

        
        Must be fluent in Polish and English - Looking Candidates only from Poland 

Position Overview 
•	We are seeking C++ Lead Developer with 8 to 12 years of experience to join our dynamic team.
•	The ideal candidate will have a strong background in C++ programming and a passion for developing high-quality software solutions.
•	As a C++ Senior / Lead Developer, you will be responsible for designing, implementing, and maintaining software applications that meet our clients' needs. 

Responsibilities  
•	Design, develop, and maintain robust, efficient and reliable C++ code. 
•	Develop uncompromising software solutions for the client 
•	Collaborate with cross-functional teams to define, design, and ship new features. 
•	Identify bottlenecks and bugs, and devise solutions to these problems. 
•	Guide the developers on code best practices and ensure performance , robustness of the software applications.
•	Working with Agile development methods and modern tools, participation in Agile rituals. 
•	Ensure the best possible performance, quality, and responsiveness of applications. 
•	Participate in code reviews and provide constructive feedback to team members.
•	Work closely with the Architects and contribute towards component requirements.
•	Ability to tackle complex problems by dividing into smaller tasks for practical solutions.
•	Define constraints on tasks to obtain optimal solutions, focus on customer deliveries. Organize own work towards high-level goals 
•	Provide estimate and improve estimates over time using estimation techniques at a high level (Epics), as well as a detailed level (Tasks)
•	Contribute to design and concepts, based on customer-provided use cases and requirements. 
•	Stay up-to-date with the latest industry trends and technologies to ensure our software remains current and competitive. 

Requirements 
•	Bachelor's degree in Computer Science, Engineering, or a related field. 
•	8 to 12 years of professional experience in C++ development. 
•	Strong understanding of object-oriented programming and design patterns.
•	Experience with software development tools and methodologies. 
•	Experience in development and CI tools. ? Good Unix/Linux knowledge 
•	Excellent problem-solving skills and attention to detail.
•	Ability to work both independently, proactively and as part of a team.
•	Strong communication skills, both written and verbal.",lead-c-developer-2848439,Infoplus Technologies,2025-04-10T07:51:53.905Z
Hiring Solutions Architect Madrid Spain Remote Spanish Speaker,"Comunidad Autónoma de Madrid, Spain","Keywords

                        Architecture
                    Español
                    Agile Methodology
                    Amazon Web Services
                    Microsoft Azure
                    Business Requirements
                    Databases
                    Continuous Integration
                    Infrastructure Management
                    Object-Oriented Software Development
                    Scrum Methodology
                    Technical Documentation
                    Google Cloud
                    Togaf
                    Microservices
                                                
        Description

        
        Role: Solutions Architect
Location: Madrid Spain (Remote)
Type : Contract
Rate : 500 Euros per day
Need Spanish Speaker

I have limited Access to my freelancer map please share your CV to 


How you will work
•	Client works in product-oriented teams, with full ownership and autonomy inside their boundaries.
•	Agile (Scrum)
•	Basic understanding of Architecture Methodologies (e.g., TOGAF)
•	Familiarity with various architecture types, such as monolithic, micro services, event-driven, and service-oriented
•	Knowledge of Object Oriented Programming and Design
•	Understanding of relational, key-value, and document databases, and their usage in different scenarios
•	Basic understanding of cloud platforms (e.g., AWS, Azure, Google Cloud) and associated services
•	Familiarity with Continuous Integration and Infrastructure as Code
•	Strong communication and collaboration skills
•	Effective understanding and documentation of business requirements
•	Strong problem-solving skills and a continuous learning mindset
•	Ability to work under supervision and positively respond to feedback
•	But we are keen to know other things that can be of importance: Side projects, other stack knowledge, hidden skills…
•	You will work with spanish people and read and write requirements and technical documentation in English, so you will need to know these languages at this level.",hiring-solutions-architect-madrid-spain-remote-spanish-speaker,,2025-04-10T07:51:54.252Z
It Project Manager Merger Und Acquisition,"București, Romania","Keywords

                        Mergers and Acquisitions
                    Scrum Methodology
                                                
        Description

        
        Good Knowledge of Merger & Acquisition
Candidate Must have experience of 8 - 10 Years as a project manager 
Must have Knowledge of Agile, Scrum Master 
Interested Candidate can share your Profile 

Thanks & Regards
Cosmic IT Informatics",it-project-manager-merger-und-acquisition,CosMicIT GmbH,2025-04-10T07:51:55.263Z
El250104p3a1 Freelance Pmo Service,"Provincie Noord-Holland, Belgium","Keywords

                        Project Management
                    Dutch
                    French
                    Infrastructure Management
                    PRojects IN Controlled Environments Version 2 (PRINCE2)
                    Scrum Methodology
                    Risk Analysis
                    Stakeholder Management
                    Tender Management
                    Agile Methodology
                    Change Management
                    Databases
                    Financial Analysis
                    Microsoft Project
                    Quarterly Reports
                    Writing Documentation
                    Resource Allocation
                    Demonstration Skills
                    Risk Management
                                                
        Description

        
        Please only apply if you match the following criteria: 

•	Contact: Please only use the reply function on Freelancermap for your application. Your documents will be automatically forwarded to us. 
•	Contact: If you have any queries, please contact the following telephone number: 
•	Hourly rate: Please note the maximum hourly rate for this position is 60€/h – 80€/h.
•	Repeat applications: Please do not submit repeat applications for this or very similar positions, we have you in our database. 
•	Language: This position requires language skills in English and at least Dutch or French at a good level. 
•	Minimum requirement: This position requires the fulfilment of at least 11 of 13 of the listed requirements.  
•	Regional restriction: Please note the regional location below. 
•	Freelancers only please! Unfortunately, we cannot offer a company with several employees for this tender.

EL250104P3A1 - Freelance – PMO Service, Agile/Scrum/PRINCE2/PMI (Brüssel, remote/onsite, 9 months, 21.04.2025)

Our client plays a major role in the Belgian and European energy landscape, building sustainable, green and reliable energy infrastructure. The company is seeking freelancers to work remotely and locally on various national and international projects. Fluency in English is required, and knowledge of French or Dutch is an advantage.

The perfect candidate for this position is a detail-oriented PMO professional with experience in project management support.

Service description:

The Company is hiring a highly organized and detail oriented PMO professional to support the portfolio activities within the infrastructure department, in combination with support for one of our programs within the ETB roadmap. The ideal candidate will be responsible for supporting project management activities, including tracking progress, maintaining project documentation, risk management, and ensuring alignment with project goals and timelines. 

The service consists of the following tasks:

•	Supporting the program and project managers in coordination, guidance and communication tasks 
•	Be the guardian of the program/project methodologies 
•	Steering committee(s) preparation & follow-up 
•	Ensure follow-up of initiatives / projects
•	Coordination & increased communication between Business and IT 
•	Monthly, quarterly reporting: consolidation 
•	Maintaining the roadmap 
o	Follow-up & challenge of risks and issues 
o	Follow-up & challenge of milestone planning 
•	Making presentations about certain topics  
•	Provide guidance and support to projects on demand 
•	Being able to support the development of roadmaps for specific topics/initiatives.  
•	Support change management activities
•	Resource and cost follow-up in close collaboration with PgM/PM

Requirements:
1.	Experience of at least 4 years in PMO and/or Project management is a prerequisite 
2.	Fluent in English mandatory (spoken & written). Also fluent in Dutch and/or French preferred.
3.	Knowledge of PMO & project management methodologies is a plus (ex: Agile, Scrum, PRINCE2, or PMI standards)
4.	Experience using a program/project management tool is a plus (ex. Sciforma, MS projects, …)
5.	Fluent communication and coordination  
6.	Autonomous and capable to manage & respect (program) deadlines.  
7.	Well organized and Attention for details 
8.	Strong Analytical Skills: Ability to analyze, interpret, and utilize data effectively for 	decision-making and problem-solving.
9.	Pro-active & problem solver
10.	Risk identification & mitigation 
11.	Result driven and Assertive 
12.	Stakeholder Management: Effective at managing relationships with various stakeholders, including executives, team members, and external partners.
13.	Financial Acumen: Understanding of budgeting, financial analysis and resource allocation.




- Start and Duration:	21.04.2025 – 9 Months 
- Volume:	Approx. 100% (5 days/w)
- Work Location:	Hybrid 60% possible, Monnoyer, Belgium

Next Steps: 
If you think that these requirements match with your skills, please send us an email with your CV and hourly rate (remote/onsite) via email  

You don’t need to apply for the same position more than once. We offer you the most advantageous conditions, which are standardized. When quoting hourly rates, keep in mind that the client may be price sensitive and that the duration of the projects should be considered. Besides, there is often a good chance of extension. 

If you have any questions, please feel free to contact us via email.

Best regards, 
Your joyIT Team",el250104p3a1-freelance-pmo-service,joyIT Berlin,2025-04-10T07:51:55.643Z
Hiring Solutions Architect Madrid Spain Hybrid Spanish Speaker,"Comunidad Autónoma de Madrid, Spain","Keywords

                        Architecture
                    Español
                    Agile Methodology
                    Amazon Web Services
                    Architectural Design
                    Microsoft Azure
                    Business Requirements
                    Databases
                    Continuous Integration
                    Functional Design
                    Infrastructure Management
                    Maintenance
                    Object-Oriented Software Development
                    Scrum Methodology
                    Technical Documentation
                    Google Cloud
                    Togaf
                    Microservices
                                                
        Description

        
        Role: Solutions Architect
Location: Madrid Spain (Hybrid)
Type : Contract
Need Spanish Speaker
Rate :  450 Euros / Day

I have limited Access to my freelancer map please share your CV to 

What you will do
•	We’re looking for a Solution Architect to join our team. In this role, you will work closely with our Seniors Solution Architects to understand and define solutions to business problems. You’ll support the creation and maintenance of architectural designs and help documenting functional and non- functional requirements.
What we expect from you
•	You are expected to support the Solution Architects in driving forward solutions for applications, aligning these with the business and technical strategic vision and goals. We expect you to show a proactive attitude, and the ability to work with supervision, gradually developing towards working with more autonomy. We would love to hear your experience in these tasks in previous jobs.

How you will work
•	Client works in product-oriented teams, with full ownership and autonomy inside their boundaries.
•	Agile (Scrum)
•	Basic understanding of Architecture Methodologies (e.g., TOGAF)
•	Familiarity with various architecture types, such as monolithic, micro services, event-driven, and service-oriented
•	Knowledge of Object Oriented Programming and Design
•	Understanding of relational, key-value, and document databases, and their usage in different scenarios
•	Basic understanding of cloud platforms (e.g., AWS, Azure, Google Cloud) and associated services
•	Familiarity with Continuous Integration and Infrastructure as Code
•	Strong communication and collaboration skills
•	Effective understanding and documentation of business requirements
•	Strong problem-solving skills and a continuous learning mindset
•	Ability to work under supervision and positively respond to feedback
•	But we are keen to know other things that can be of importance: Side projects, other stack knowledge, hidden skills…
•	You will work with spanish people and read and write requirements and technical documentation in English, so you will need to know these languages at this level.",hiring-solutions-architect-madrid-spain-hybrid-spanish-speaker,Infoplus,2025-04-10T07:51:56.034Z
Solutions Architect Madrid Spain,"Comunidad Autónoma de Madrid, Spain","Keywords

                        Architecture
                    Agile Methodology
                    Amazon Web Services
                    Architectural Design
                    Microsoft Azure
                    Business Requirements
                    Cloud Computing
                    Databases
                    Continuous Integration
                    DevOps
                    Functional Design
                    Infrastructure Management
                    Maintenance
                    Object-Oriented Software Development
                    Scrum Methodology
                    Software Engineering
                    Technical Documentation
                    Google Cloud
                    Togaf
                    Microservices
                                                
        Description

        
        What you will do
•	We’re looking for a Solution Architect to join our team. In this role, you will work closely with our Seniors Solution Architects to understand and define solutions to business problems. You’ll support the creation and maintenance of architectural designs and help documenting functional and non- functional requirements.
What we expect from you
•	You are expected to support the Solution Architects in driving forward solutions for applications, aligning these with the business and technical strategic vision and goals. We expect you to show a proactive attitude, and the ability to work with supervision, gradually developing towards working with more autonomy. We would love to hear your experience in these tasks in previous jobs.

How you will work
•	Client works in product-oriented teams, with full ownership and autonomy inside their boundaries.
•	Agile (Scrum)
•	Basic understanding of Architecture Methodologies (e.g., TOGAF)
•	Familiarity with various architecture types, such as monolithic, micro services, event-driven, and service-oriented
•	Knowledge of Object Oriented Programming and Design
•	Understanding of relational, key-value, and document databases, and their usage in different scenarios
•	Basic understanding of cloud platforms (e.g., AWS, Azure, Google Cloud) and associated services
•	Familiarity with Continuous Integration and Infrastructure as Code
•	Strong communication and collaboration skills
•	Effective understanding and documentation of business requirements
•	Strong problem-solving skills and a continuous learning mindset
•	Ability to work under supervision and positively respond to feedback
•	But we are keen to know other things that can be of importance: Side projects, other stack knowledge, hidden skills…
•	You will work with spanish people and read and write requirements and technical documentation in English, so you will need to know these languages at this level.
With whom
•	You will work closely with a Solution Architect and will be able to get assistance from various teams such as the Software Engineering Team, DevOps and Cloud Engineers, Tech Leads, and Solutions Architects. You will not be alone.
The goods
•	There is a defined career path in the company so every software engineer can grow
•	Flexible work hours (with some hot hours in Spain time)
•	Mainly remote – there will be some presential sessions in the customer office (Madrid, close to the airport)
•	We are investing in your training, so of course we would like for you to stay in Iberia for a long time",solutions-architect-madrid-spain,Infoplus Technologies,2025-04-10T07:51:56.367Z
Cobol Programmer Local Und International Clearing B2b Hybrid Parque Patricios Buenos Aires,"Ciudad Autónoma de Buenos Aires, Argentina","Keywords

                        Business To Business
                    COBOL (Programming Language)
                    IBM DB2
                    Records Management
                    Español
                    Job Control Language (JCL)
                    JIRA
                    Calculations
                    Customer Information Control System (CICS)
                    Loyalty Programs
                    Debugging
                    Finance
                    Mainframe Computing
                    Requirements Analysis
                    Transaction Processing (Computing)
                    Kanban
                    Servicenow
                                                
        Description

        
        Dear Consultant, 

We are looking for a COBOL Programmer with expertise in Local and International Clearing (CI, CL) to join our multinational clients team. The role involves working on production releases, service requests, batch monitoring, and system enhancements. DM me here or email to () if you are interested. 

? Location: Parque Patricios, Buenos Aires, Argentina (Hybrid)
? Contract Type: B2B
? Languages: Spanish & English (Bilingual Required)
? Technology Stack: COBOL, JCL, DB2, DFSort, CA7, File Manager

Key Responsibilities:
? Handle 7-8 production releases annually, working on PR (Projects) for enhancements and INC (Service Requests) from stakeholders.
? End-to-end responsibility from requirement gathering to production install support.
? Batch Monitoring:

Oversee 6 Production cycles, CAT cycle & QA cycle.
Troubleshoot and resolve batch cycle issues, ensuring SLAs are met.
Identify recurring issues and implement permanent fixes.

Optimize job execution for improved efficiency and speed.
? Support release activities, ensuring new changes do not impact batch runs.
? Handle ad-hoc requests for data, queries, and files from Business, Clients, and other application teams.

System Overview:
TM09J manages Reward Processing for Premier Loyalty Platform (PLP) and Legacy Rewards. The system processes transactions, calculates rewards, generates reports, and manages account updates via Standard Request Processing.

Requirements:
?? Strong Mainframe expertise with COBOL, JCL, DB2 (CICS is minimal).
?? Experience with ServiceNow, Jira, Kanban, CA7, File Manager, DFSort utility.
?? Ability to troubleshoot, optimize batch jobs, and ensure SLA compliance.
?? Bilingual proficiency in Spanish & English.
?? Strong analytical, problem-solving, and debugging skills.

Nice to Have:
? Experience in Clearing (CI, CL) and Reward Processing Systems.
? Exposure to financial transaction processing and loyalty program management.",cobol-programmer-local-und-international-clearing-b2b-hybrid-parque-patricios-buenos-aires,DCV Technologies,2025-04-10T07:51:56.993Z
Executive Assistant 2800667,"Los Angeles, USA","Keywords

                        Real Estates
                    Urban Planning
                    Property Management
                    Administrative Operations
                    Research
                    Accounts Receivable
                    Construction
                    Servicio al Cliente
                    Consulting
                    Project Planning
                    Email Management
                    Finance
                    Lobbying
                    Land Use
                    QuickBooks (Software)
                    Time Management
                    Task Management
                    Industrial Polishing
                    Procurement
                    Project Support
                    Google Suite
                                                
        Description

        
        We are looking for a motivated Executive Assistant in Los Angeles, CA, with a passion for urban planning and real estate development to join our team! If you’re organized, detail-oriented, and enjoy keeping multiple projects on track, this could be the perfect opportunity for you! You'll play a key role in supporting our small collaborative team and have the chance to grow and develop your skills to become a project manager. About UsEstablished in 2014, N?r is a land use consulting firm that helps real estate developers navigate Los Angeles' regulatory processes. We handle strategy, entitlement filings (e.g., Zone Changes), approvals, and permits for residential and commercial projects, typically managing 20 - 30 active, long-term projects. Our work spans politics, design, finance, lobbying, and strategy. While property management is minimal, we aim to grow and take a hands-on approach.  We Know You You are a polished professional who thrives in smaller office settings where wins are celebrated, and collaboration is key. In the past, you have been praised for your ability to balance big-picture thinking with meticulous attention to detail and follow-through, propelling business growth.Your strengths lie in your sharp eye for detail, exceptional organizational abilities, effective communication, and time management. You possess a natural sense of urgency that keeps projects moving forward. Rather than requiring close supervision, you prefer to take ownership of your work, keeping your team informed.You're not one to shy away from challenges; instead, you enjoy being the steady hand that ensures smooth operations for the business and your team. Your strong work ethic is matched by an unwavering commitment to ethics and integrity. Confidence and intelligence are hallmarks of your professional demeanor, complemented by sound judgment and high social and emotional intelligence.As the voice of the office and someone who values exceptional service, you enjoy providing customer service with a high level of empathy and care.A little bit about the roleThis role offers the perfect opportunity for a self-driven individual who excels in a dynamic environment, values clear communication, and takes pride in delivering high-quality work.Administrative Support: In this role, you will provide executive-level administrative support to leverage your Principal and Sr. Project Manager. This includes but is not limited to, phone and email management, calendar organization, task management, and keeping the team focused on key tasks. You will run light business errands from time to time such as returning small packages. Project Support: The role involves assisting in preparing entitlement packages for projects to be filed with various City Departments and coordinating the procurement of proposals and bids. You will draft, edit, and summarize real estate and development application documents and assist in researching and providing supporting documentation. You will maintain the organization of all files and ensure they are saved with the proper nomenclature. You will use ClickUp to assist in managing project timelines, Quickbooks for budgets and invoices and appropriately drawing attention to concerns, questions, and urgency when necessary. Additional Factor: You will occasionally help oversee the property management division by visually inspecting common spaces and collecting laundry coins. To Qualify We are looking for a professional with 2+ years of supporting a real estate developer, investor, engineering firm, or construction company administrator. Interest in urban planning and real estate developmentKey softwareGoogle Suite and Microsoft Suite ClickUpAdobe Quickbooks  The Details:Salary: $70k-$85k base salary plus an opportunity for a bonus Hours: Full-time, 9:00 a.m. - 5:00 p.m., M-F in the officeBenefits: Paid time off, contribution to medical benefits, and 401k after the vesting period Location: Los Angeles, CA. (90035) You live within a 45-minute commute to Olympic/Robertson and have your own car, a valid driver’s license, and carry insurance.We are an equal-opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.",executive-assistant-2800667,Pro Rea Staffing,2025-04-10T07:51:57.653Z
Sap Finance Treasury,"Lisboa, Portugal","Keywords

                        SAP Applications
                    Sap Finance
                    SAP Business Suiteing
                    Cash Management
                    Contract Management
                    SAP Materials Management
                    Stakeholder Management
                    Logistics Operations
                                                
        Description

        
        SAP Finance Treasury - Fully Remote EU - ASAP start

Responsibilities:
Perform SAP analysis, monitoring, and job processing.
Manage SAP Business Partner (ZGP) and interface lifecycles.
Support 18 SAP applications, including Treasury, Cash Management, and Contract Management.
Monitor systems daily, detect and resolve errors, and escalate as needed.
Ensure SLA compliance and collaborate with project teams and clients.

Requirements:
5+ years experience with SAP Finance Treasury.
Experience with SAP job processing and monitoring.
Proficiency in SAP Business Partner (ZGP) and interface management.
Hands-on experience with SAP technical transactions (e.g., SM37, ST22, SM12, SXMB_MONI).
Must be fluent English written and Verbal.
German speaking is a nice to have.

Logistics:
Hourly rate - €50p/h
Length - 6 months (likely to extend)
Location - Remote anywhere in EU.
Start - ASAP

If interested please apply, or reach me via mail with your CV:",sap-finance-treasury,Amass Technology,2025-04-10T07:51:59.233Z
Sap Pp Consultant 2797750,"Schaan, Liechtenstein","Keywords

                        SAP R/3
                    SAP HANA
                    SAP Applications
                    Recruitment
                    Sap Fiori
                                                
        Description

        
        SAP PP Consultant

Standort: Remote mit 1-2 Reisen pro Monat nach Schaan, LiechtensteinHauptaufgaben:

Funktionale Sanierung: Behebung und Sanierung funktionaler Probleme im SAP PP Modul.Vertriebs- und Produktionsplanung: Entwicklung und Optimierung von Vertriebs- und Produktionsplänen.Konfiguration und Anpassung: Konfiguration und Anpassung des SAP PP Moduls für verschiedene Funktionen wie Arbeitspläne, Chargenverwaltung, Terminplanung, Langfristplanung, Bedarfsplanung, MRP, Kapazitätsplanung, Produktionsaufträge, MTS- und MTO-Strategien.S/4HANA Expertise: Nutzung des Wissens über SAP S/4HANA, insbesondere PP/DS und MRP Live Innovationen.Integration & Fehlerbehebung: Arbeiten mit Schnittstellen zu Drittanbieteranwendungen und Behebung technischer Probleme.Tests: Durchführung von Integrationstestzyklen für End-to-End-Prozesse.Schulung: Durchführung von Schulungen für Junior-Berater und Endanwender.Mindestanforderungen:

Erfahrung: 10 bis 15 Jahre relevante Erfahrung im SAP PP, darunter mindestens 2+ Jahre auf SAP S/4HANA.Projekte: Erfahrung als funktionaler Berater in komplexen und mehrfachen Projekten, einschließlich Brownfield-Implementierungen.Fähigkeiten:Fundierte praktische Erfahrung mit der Konfiguration von SAP PP.Tiefgehendes Verständnis der SAP PP-bezogenen Stammdatenobjekte.Kenntnisse der SAP S/4HANA Fiori Apps im Zusammenhang mit dem PP Modul.Fähigkeit, Geschäftsanforderungen in funktionale Spezifikationen umzuwandeln.Fähigkeit, Liefergegenstände zu steuern und Junior PP Berater zu betreuen.Kenntnisse der SAP Digital Manufacturing Praktiken sind von Vorteil.Zusätzliche Anforderungen:

Sprachkenntnisse: Fließende Deutschkenntnisse sind obligatorisch.Reisebereitschaft: Bereitschaft, 1-2 Mal pro Monat nach Schaan, Liechtenstein zu reisen.Vorteile:

Remote-Arbeit: Hauptsächlich eine Remote-Rolle mit gelegentlichen Reisen.Berufliche Weiterentwicklung: Möglichkeit, an komplexen und fortschrittlichen SAP-Projekten zu arbeiten.

Sthree Switzerland is acting as an Employment Business in relation to this vacancy.",sap-pp-consultant-2797750,Sthree Switzerland,2025-04-10T07:51:59.584Z
Microsoft Dynamics Business Central Solution Architect Freelance Fully Remote 2865110,"England, United Kingdom","Keywords

                        Microsoft Dynamics
                    Finance
                    Accounting
                    Linux
                    Power BI
                    Enterprise Application Platform
                                                
        Description

        
        An open software consultancy are looking for a Microsoft dynamics BC Solution Architect with knowledge/background in finance to work on a Business central migration project.

The opportunity is a full time 3 month contract (High likelihood of extension) on a fully remote basis. The role involves implementing and guiding the internal team on a BC migration project.

Requirements:
Strong expertise in Microsoft Dynamics Business central
English speaking
Strong background in Finance/Accounting
Ideally a combination of technical and functional background
ideally skilled in deployment of BC for users who run Linux (so no dependency on MSFT Office be it online or desktop but potential reliance on PowerBI and other similar enterprise software is ok)
""Thinking outside of the box"" rather than ""standard BC deployment""


If you are interested in the position, please submit your most up to date CV or send it directly to 

Alternatively, if you know someone else who could be a good fit, feel free to help them by sharing this.",microsoft-dynamics-business-central-solution-architect-freelance-fully-remote-2865110,Amicus Recruitment Limited,2025-04-10T07:52:03.356Z
Microsoft Dynamics Business Central Solution Architect Freelance Fully Remote,"Cambridge, United Kingdom","Keywords

                        Microsoft Dynamics
                    Finance
                    Accounting
                    Linux
                    Power BI
                    Enterprise Application Platform
                                                
        Description

        
        An open software consultancy are looking for a Microsoft dynamics BC Solution Architect with knowledge/background in finance to work on a Business central migration project.

The opportunity is a full time 3 month contract (High likelihood of extension) on a fully remote basis. The role involves implementing and guiding the internal team on a BC migration project.

Requirements:
Strong expertise in Microsoft Dynamics Business central
English speaking
Strong background in Finance/Accounting
Ideally a combination of technical and functional background
ideally skilled in deployment of BC for users who run Linux (so no dependency on MSFT Office be it online or desktop but potential reliance on PowerBI and other similar enterprise software is ok)
""Thinking outside of the box"" rather than ""standard BC deployment""


If you are interested in the position, please submit your most up to date CV or send it directly to 

Alternatively, if you know someone else who could be a good fit, feel free to help them by sharing this.",microsoft-dynamics-business-central-solution-architect-freelance-fully-remote,Amicus Recruitment Limited,2025-04-10T07:52:03.705Z
Infor Ln Business Analyst Plm Role,"Noord-Brabant, Netherlands","Keywords

                        Infor
                    Enterprise Resource Planning
                    Product Lifecycle
                    Dutch
                    Manufacturing
                    Business Processes
                    Business Planning
                    Business Process Improvement
                    Business Requirements
                    Data Migration
                    Data Synchronization
                    Procurement
                    Logistics Operations
                    Data Management
                                                
        Description

        
        We are currently seeking an experienced Infor LN Business Analyst with PLM expertise to support a critical project for a globally recognized organization. This role is ideal for professionals with a strong background in ERP systems and product lifecycle management who are passionate about driving process improvements and enhancing system capabilities.

Position Details:
Start Date: Immediate
Location: Hybrid in the Netherlands
Duration: Initial 6-month contract, with potential extensions
Workload: Full-time (on-site presence required)
Language Requirement: Dutch Required; English required

Key Responsibilities:
Analyze and optimize business processes related to product lifecycle management and manufacturing using Infor LN and PLM systems.
Collaborate with cross-functional teams to identify business requirements and translate them into ERP solutions.
Ensure seamless integration and data synchronization between PLM systems and Infor LN.
Configure and enhance Infor LN modules to align with business objectives, focusing on manufacturing, logistics, and procurement.
Provide training, support, and troubleshooting for end-users, ensuring optimal system performance.
Manage data migration and system upgrades while ensuring compliance with industry standards.

Key Skills & Experience:
Proven experience as a Business Analyst with strong knowledge of Infor LN and PLM systems.
Expertise in ERP implementation, integration, and optimization.
Strong understanding of product lifecycle processes and data management.
Excellent problem-solving and communication skills in Dutch (preferred) and English.
Ability to work collaboratively with diverse teams and meet project deadlines.

If you are interested in this exciting opportunity and would like to hear more, please send me your most up-to-date CV and the best number to reach you on.

Email:",infor-ln-business-analyst-plm-role,Amicus Recruitment Limited,2025-04-10T07:52:05.413Z
Business Analyst M F D Paris 12 Months,"Paris, France","Keywords

                        French
                    Radiology
                    SQL Databases
                    Atlassian Tools
                                                
        Description

        
        We are currently looking for a Business Analyst (m/f/d) for our customer.

Key data:
- Start: ASAP
- Term: 12 months + extension
- Location: Remote & Onsite in Paris
- Occupancy: 100%

Desired Experiences:
- SQL Experience
- XRay Experience
- Atlassian Experience
- Fluent in English, French & German

Have we piqued your interest? Then we would be delighted to receive your profile stating your hourly rate.",business-analyst-m-f-d-paris-12-months,VirtoTech,2025-04-10T07:52:05.761Z
